# 当量分布统计
# 平均当量: 0.1397
# 变异系数(CV): 1.2560
# 标准差: 0.1755
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
时	0.7625	4323350
全	0.6000	1098450
回	0.5625	1900800
进	0.5375	1425650
作	0.4825	1284130
因	0.4650	1229830
分	0.4625	1353190
色	0.4500	1047510
同	0.4425	1377360
神	0.4375	1322140
本	0.4125	1358840
吗	0.4125	1068570
相	0.4000	1073400
问	0.4000	1527500
吧	0.3875	1265940
部	0.3850	1038900
边	0.3750	1289880
后	0.3500	3447490
风	0.3500	1145760
们	0.3000	5658610
#
# 当量最低的20个高频字 (字频>1000000):
走	0.0000	1591000
让	0.0000	1580040
正	0.0000	1545520
打	0.0000	1518360
明	0.0000	1508960
儿	0.0000	1501380
几	0.0000	1454270
行	0.0000	1452180
三	0.0000	1447490
十	0.0000	1352340
口	0.0000	1251120
门	0.0000	1176540
主	0.0000	1135910
果	0.0000	1109100
二	0.0000	1092400
别	0.0000	1053960
日	0.0000	1024590
战	0.0000	1013640
理	0.0000	1002950
重	0.0000	1001310
