# 当量分布统计
# 平均当量: 0.1324
# 变异系数(CV): 1.3058
# 标准差: 0.1729
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
色	0.7875	1047510
时	0.6750	4323350
部	0.5825	1038900
白	0.5533	1223300
行	0.4233	1452180
发	0.4150	2079110
所	0.4125	1861730
分	0.4125	1353190
神	0.4125	1322140
等	0.4125	1054680
两	0.4000	1739680
年	0.4000	1825530
意	0.3900	1932670
张	0.3875	1041560
才	0.3500	1461800
同	0.3500	1377360
回	0.3375	1900800
开	0.3125	2289830
多	0.3000	2432250
看	0.3000	4230190
#
# 当量最低的20个高频字 (字频>1000000):
打	0.0000	1518360
明	0.0000	1508960
儿	0.0000	1501380
三	0.0000	1447490
实	0.0000	1378320
十	0.0000	1352340
学	0.0000	1352000
怎	0.0000	1327650
口	0.0000	1251120
因	0.0000	1229830
军	0.0000	1198430
做	0.0000	1187890
门	0.0000	1176540
主	0.0000	1135910
住	0.0000	1114070
果	0.0000	1109100
别	0.0000	1053960
日	0.0000	1024590
理	0.0000	1002950
重	0.0000	1001310
