# 当量分布统计
# 平均当量: 0.1526
# 变异系数(CV): 1.1494
# 标准差: 0.1754
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
度	1.0775	1082785
满	1.0375	1238021
公	0.9000	2055138
思	0.8600	1438567
亲	0.7625	1388321
新	0.7375	1232035
长	0.7333	3100060
目	0.7333	1365310
时	0.7000	8207119
白	0.7000	2322211
强	0.6750	1361353
虽	0.6750	1211358
突	0.6500	1106693
向	0.6333	2570964
体	0.6000	1799811
击	0.6000	1010628
东	0.5875	1783570
算	0.5875	1263186
落	0.5600	1054311
金	0.5600	1291889
#
# 当量最低的20个高频字 (字频>1000000):
许	0.0000	1299512
孩	0.0000	1251885
反	0.0000	1250683
工	0.0000	1242237
始	0.0000	1239671
兵	0.0000	1226804
离	0.0000	1222359
云	0.0000	1205872
至	0.0000	1199059
干	0.0000	1197831
哥	0.0000	1176477
早	0.0000	1138903
音	0.0000	1100301
紧	0.0000	1099517
利	0.0000	1091519
合	0.0000	1085786
倒	0.0000	1085421
步	0.0000	1077549
影	0.0000	1067165
钱	0.0000	1034329
