# 当量分布统计
# 平均当量: 0.1635
# 变异系数(CV): 1.2168
# 标准差: 0.1990
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
来	0.9450	14837007
本	0.9450	2579524
女	0.7800	3362646
西	0.7467	1778761
样	0.7450	4769842
目	0.7333	1365310
车	0.7333	1338066
时	0.7250	8207119
着	0.6950	11165468
杀	0.6950	1095880
落	0.6900	1054311
立	0.6500	1293824
拉	0.6500	1096796
她	0.6425	7870163
安	0.6000	1580103
物	0.6000	1225245
万	0.6000	1201402
坐	0.5675	1106273
思	0.5600	1438567
怪	0.5600	1036985
#
# 当量最低的20个高频字 (字频>1000000):
世	0.0000	1305454
它	0.0000	1298568
总	0.0000	1273655
算	0.0000	1263186
孩	0.0000	1251885
工	0.0000	1242237
始	0.0000	1239671
云	0.0000	1205872
似	0.0000	1203009
失	0.0000	1182384
紧	0.0000	1099517
半	0.0000	1095098
且	0.0000	1092816
利	0.0000	1091519
合	0.0000	1085786
倒	0.0000	1085421
影	0.0000	1067165
深	0.0000	1060800
钱	0.0000	1034329
言	0.0000	1026005
