# 线程: 5
# 综合得分: 0.0562
# 重码数: 791
# 重码率: 0.052589%
# 加权键均当量: 0.1382
# 当量变异系数(CV): 1.2843
# 用指分布偏差(L2): 11.2726
#
# 格式: 字根名 [tab] 编码 [tab] 使用次数(频率加权)
#
一.A	F	111511544
口.A	S	110611259
丶.A	G	72120625
日.A	H	65438125
口.S	K	57714841
亻.A	N	57395025
丶.Y	I	52541482
人.A	N	51349219
勹.A	H	48683312
一.S	K	46416951
白.A	W	45880351
土.A	M	38786398
扌.A	W	37736316
丿.A	J	36941391
辶.A	L	36369949
月.A	G	35348701
木.A	R	31184940
厶.A	L	29832914
丨.A	R	29604622
人.S	R	29421538
女.A	K	26810243
一.Y	E	26464590
大.A	K	26374972
又.A	J	26133273
小.A	N	25838744
寸.A	V	24831349
土.S	D	24752356
亻.Y	E	24663934
ナ.A	J	24646368
氵.A	J	24092634
也.A	F	23454357
也.S	K	23452850
八.A	Y	23097757
女.S	N	22640751
戈.A	L	22405295
月.S	K	21974001
心.A	H	21561173
大.S	D	20864331
目.A	D	20863597
龰.A	D	20507998
讠.A	Q	20500923
不.A	J	20441910
不.S	B	20416316
寸.S	C	20237674
乙.A	W	20187662
阝.A	F	19971621
日.S	R	19367638
不.Y	O	19298210
匕.A	K	19011180
戈.S	G	18957515
夊.A	D	18861122
了.A	K	18611527
了.S	L	18562430
十.A	P	18556205
了.Y	A	18363919
⺈.A	D	18004582
龰.Y	U	17998448
人.Y	I	17676291
刂.A	C	17281533
小.S	X	17047074
力.A	C	16930554
又.S	K	16851373
宀.A	Y	16691392
儿.A	J	16493664
王.A	M	16356543
心.S	X	16128746
丷.A	M	15846745
木.S	M	15679557
子.A	K	15210441
二.A	V	14934361
目.S	M	14911993
䒑.A	M	14261579
艹.A	T	13300842
子.S	V	13079715
米.A	G	13026737
八.S	B	12984832
立.A	F	12748531
文.A	R	12674309
阝.Y	A	12545753
乂.A	L	12304282
王.S	W	12251796
冂.A	Q	11887491
丁.A	N	11870193
辶.Y	I	11852570
冖.A	D	11738127
门.A	T	11654353
纟.A	B	11648699
{乞上}.A	K	11252634
ナ.Y	O	11043345
文.S	W	10990828
夕.A	P	10904528
文.Y	I	10798133
门.S	M	10760801
自.A	C	10750690
彳.A	S	10514130
彐.A	R	10509799
力.S	L	10291436
匕.S	B	10209381
{奉下}.A	D	10039257
忄.A	B	9815252
禾.A	P	9545419
工.A	W	9532237
十.S	S	9498215
囗.A	K	9298641
亠.A	T	9274537
米.S	M	9130019
丿.Y	E	9033532
乚.A	W	8867402
至.A	H	8520608
{京上}.A	X	8500697
上.A	K	8454369
灬.A	F	8374840
工.S	G	8268454
扌.Y	O	8258958
耂.A	V	8124272
里.A	X	8101822
上.S	S	8078529
斤.A	K	8027674
{于下}.A	V	7805731
ㄩ.A	H	7743058
竹.A	K	7733652
尤.A	D	7714870
至.S	V	7658327
里.S	L	7622186
艮.A	M	7538888
几.A	T	7498444
讠.Y	I	7420334
田.A	P	7386256
氵.Y	I	7347581
艮.S	G	7319452
尤.S	K	7317431
大.Y	O	7276030
龶.A	X	7232194
车.A	D	7155999
⺀.A	V	7118643
己.A	L	7059224
己.S	J	6963610
尸.A	G	6939425
至.Y	O	6888332
丁.S	D	6845980
夊.Y	E	6694441
儿.S	W	6600313
厶.Y	A	6590121
廾.A	T	6553145
止.A	D	6544764
刂.Y	U	6541649
巾.A	R	6540709
殳.A	T	6524313
口.Y	E	6520130
见.A	D	6511975
走.A	D	6477109
见.S	J	6465588
乙.S	K	6377525
斤.S	J	6352071
冫.A	V	6334905
方.A	M	6306157
⺶.A	W	6290048
上.Y	U	6278330
⺶.Y	I	6266099
犬.A	Y	6229248
灬.Y	I	6215792
弓.A	Q	6214950
西.A	D	6197159
刀.A	Y	6073266
乂.S	K	6072091
殳.S	S	6032263
几.S	J	6028647
七.A	Q	5949160
夕.S	X	5823245
宀.Y	I	5773242
巴.A	L	5696684
巴.S	B	5694806
示.A	G	5644300
⺁.A	K	5565669
矢.A	S	5491543
贝.A	X	5491271
走.S	V	5439981
西.S	X	5429456
隹.A	J	5379877
⺊.A	B	5348685
禾.S	H	5264075
广.A	P	5262292
用.A	R	5132144
巾.S	J	5034532
卩.A	S	5017725
也.Y	A	5009002
士.A	M	5008676
兀.A	N	4991476
火.A	X	4917503
{介下}.A	Y	4871531
戊.A	L	4852601
古.A	K	4848797
自.S	V	4827997
生.A	G	4739534
下.A	N	4697367
下.S	X	4697367
屮.A	H	4690780
子.Y	U	4674179
生.S	S	4646703
⺌.A	N	4627641
立.S	L	4604520
示.S	S	4581317
言.A	V	4575865
二.S	W	4564194
下.Y	O	4504440
⺀.Y	I	4391183
小.Y	U	4384890
龵.A	W	4370391
屮.Y	A	4369620
耳.A	F	4345638
舌.A	V	4301684
爪.A	F	4296554
土.Y	O	4246747
龵.Y	E	4230190
车.S	C	4228234
隹.S	V	4223026
田.S	T	4213173
囗.Y	U	4195505
水.A	J	4154534
舌.S	S	4067626
{炙上}.A	G	4066449
糸.A	Y	4064292
厂.A	L	4058897
足.A	L	4045762
方.S	F	4017548
马.A	V	4014882
朩.A	R	3994882
牛.A	G	3986194
合.A	C	3975982
合.S	H	3972603
心.Y	I	3949078
彳.Y	E	3922197
{衣下}.A	P	3914622
{具上}.A	F	3902030
寸.Y	O	3894327
欠.A	J	3870672
里.Y	E	3860950
羊.A	W	3851246
手.A	W	3841660
自.Y	I	3825320
{兴上}.A	N	3798530
手.S	S	3734809
龷.A	D	3683248
マ.A	J	3600036
贝.S	B	3575004
{二撇}.A	Q	3571516
而.A	J	3491783
而.S	W	3490977
彐.Y	A	3487614
页.A	L	3486526
刀.S	D	3455549
身.A	C	3447090
穴.A	T	3434572
山.A	X	3397456
钅.A	C	3372844
罒.A	C	3362572
纟.Y	A	3326445
止.S	V	3315755
火.S	H	3293058
矢.S	S	3290308
夫.A	Q	3276440
丬.A	V	3250399
乀.A	G	3246588
ス.A	J	3241884
其.A	H	3217360
耂.Y	O	3181203
ユ.A	H	3131784
虫.A	L	3129132
马.S	M	3085622
兀.S	W	3084691
古.S	G	3063665
羊.S	K	3051224
士.S	S	3050805
用.S	K	3049336
⺌.Y	U	3038519
其.S	Q	3032164
力.Y	A	3027530
之.A	L	3011701
之.S	V	3011701
皮.A	C	3007707
