# 当量分布统计
# 平均当量: 0.1541
# 变异系数(CV): 1.1197
# 标准差: 0.1725
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
白	0.8667	2322211
长	0.7333	3100060
目	0.7333	1365310
时	0.7250	8207119
结	0.7250	1132776
接	0.7150	1671342
拉	0.7150	1096796
向	0.7000	2570964
怪	0.6625	1036985
怕	0.5875	1114820
要	0.5600	7944606
思	0.5600	1438567
表	0.5500	1303318
击	0.5500	1010628
龙	0.5475	1509393
东	0.5250	1783570
黑	0.5200	1292192
由	0.5167	1400586
花	0.5150	1277183
高	0.5133	2565932
#
# 当量最低的20个高频字 (字频>1000000):
非	0.0000	1219442
云	0.0000	1205872
干	0.0000	1197831
哥	0.0000	1176477
姐	0.0000	1158924
剑	0.0000	1151704
早	0.0000	1138903
流	0.0000	1114438
斯	0.0000	1105720
音	0.0000	1100301
紧	0.0000	1099517
且	0.0000	1092816
利	0.0000	1091519
合	0.0000	1085786
步	0.0000	1077549
影	0.0000	1067165
容	0.0000	1038318
钱	0.0000	1034329
随	0.0000	1016322
服	0.0000	1011511
