# 当量分布统计
# 平均当量: 0.1510
# 变异系数(CV): 1.0466
# 标准差: 0.1581
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
三	0.8667	1447490
学	0.8080	1352000
色	0.5900	1047510
子	0.5667	4552430
怎	0.5500	1327650
行	0.5375	1452180
感	0.4800	1332300
没	0.4750	3982670
二	0.4667	1092400
军	0.4075	1198430
为	0.4060	3850400
而	0.4000	2673590
方	0.4000	1828860
十	0.4000	1352340
好	0.3750	3824260
于	0.3750	1904310
可	0.3500	3723910
对	0.3500	3263430
把	0.3500	2000870
再	0.3340	1412560
#
# 当量最低的20个高频字 (字频>1000000):
从	0.0000	1671880
用	0.0000	1670140
走	0.0000	1591000
被	0.0000	1579320
正	0.0000	1545520
法	0.0000	1474190
才	0.0000	1461800
几	0.0000	1454270
将	0.0000	1385020
实	0.0000	1378320
分	0.0000	1353190
听	0.0000	1290380
其	0.0000	1273250
次	0.0000	1215520
门	0.0000	1176540
光	0.0000	1151390
住	0.0000	1114070
候	0.0000	1087790
公	0.0000	1082610
等	0.0000	1054680
