龸	0.00420300
鹿	0.00405212
竹	0.00380183
巛	0.00371600
{襄上}	0.00349783
{贏框}	0.00335118
{專上}	0.00293168
{鼠下}	0.00195158
曰	0.00188386
髟	0.00131926
{反彐}	0.00087773
⺽	0.00055178
{雋下}	0.00050155
門	0.00040367
車	0.00024194
貝	0.00021679
來	0.00020426
頁	0.00017882
見	0.00017537
巜	0.00016004
馬	0.00012318
{爲下}	0.00009810
咼	0.00009323
飛	0.00007133
長	0.00006248
僉	0.00005743
孑	0.00005621
風	0.00005422
魚	0.00004675
鳥	0.00004386
{亞下}	0.00004381
乜	0.00004370
{穀框}	0.00003828
{華中}	0.00003580
{龍右}	0.00003149
丱	0.00002901
{龠上}	0.00002117
齒	0.00000980
{奐上}	0.00000734
烏	0.00000709
鬥	0.00000474
{鳥上}	0.00000438
{鬯中}	0.00000402
{鹿上}	0.00000316
{黽中}	0.00000242
鹵	0.00000129
{弬右}	0.00000029
戸	0.00000029
冎	0.00000014
{亜下}	0.00000009
{互中}	0.00000000
{亞中}	0.00000000
{僉上}	0.00000000
{卯左}	0.00000000
{烏上}	0.00000000
{虍上}	0.00000000
{馬上}	0.00000000
{鬼左}	0.00000000
{齊右}	0.00000000
⻍	0.00000000
〇	0.00000000
〣	0.00000000
叀	0.00000000
甶	0.00000000
