# 当量分布统计
# 平均当量: 0.1689
# 变异系数(CV): 1.1745
# 标准差: 0.1984
#
# 当量最高的20个高频字 (字频>1000000):
# 汉字	当量	字频
女	0.9133	3362646
来	0.8200	14837007
杀	0.7450	1095880
本	0.7375	2579524
目	0.7333	1365310
车	0.7333	1338066
性	0.7200	1304637
样	0.7125	4769842
清	0.6850	1568814
跟	0.6850	1547565
时	0.6750	8207119
着	0.6450	11165468
西	0.6333	1778761
突	0.6250	1106693
平	0.6000	1439957
万	0.6000	1201402
其	0.5667	2417047
思	0.5600	1438567
她	0.5500	7870163
师	0.5375	1581750
#
# 当量最低的20个高频字 (字频>1000000):
场	0.0000	1443226
海	0.0000	1335124
它	0.0000	1298568
孩	0.0000	1251885
工	0.0000	1242237
云	0.0000	1205872
似	0.0000	1203009
失	0.0000	1182384
哥	0.0000	1176477
惊	0.0000	1161953
竟	0.0000	1160070
音	0.0000	1100301
拉	0.0000	1096796
且	0.0000	1092816
合	0.0000	1085786
倒	0.0000	1085421
影	0.0000	1067165
钱	0.0000	1034329
言	0.0000	1026005
随	0.0000	1016322
